species,tree_id,endemic_class,Disturbance,Elevation,Locality.Code,Disturbance_old_coding
Strumigenys.basiliska,Strumigenys.basiliska.EGP0036G12.Fiji,endemic,0,950,Mt. Tomanivi 950,5
Strumigenys.basiliska,Strumigenys.basiliska.EGP0036G12.Fiji,endemic,2,1000,Monasavu 1000,3
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,2,150,Suva 150,3
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,1,180,Rokosalase 180,4
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,0,200,Lami 200,5
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,1,200,Nakavu 200,4
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,1,220,Tavua 220,4
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,0,300,Korobaba 300,5
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,0,300,Draiba 300,5
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,0,300,Galoa 300,5
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,3,300,Kasavu 300,2
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,1,300,Naboutini 300,4
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,0,300,Nabukavesi 300,5
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,1,300,Naikorokoro 300,4
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,1,300,Nasoqoloa 300,4
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,1,300,Navukailagi 300,4
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,1,300,Yasawa 300,4
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,0,340,Colo-i-Suva 340 b,5
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,1,391,Mt. Delaikoro 391,4
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,0,408,Navukailagi 408,5
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,0,415,Navukailagi 415,5
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,0,475,Navukailagi 475,5
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,0,490,Navukailagi 490,5
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,0,575,Navukailagi 575,5
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,0,675,Navukailagi 675,5
Strumigenys.chernovi,Strumigenys.chernovi.EGP0037D06.Fiji,endemic,0,800,Monasavu Dam 800,5
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,1,60,Moanakaka 60,4
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,0,200,Colo-i-Suva 200,5
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,1,200,Nakavu 200,4
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,1,220,Tavua 220,4
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,0,300,Mt. Korolevu 300,5
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,0,300,Korobaba 300,5
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,3,300,Kasavu 300,2
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,2,300,Lagi 300,3
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,1,300,Naboutini 300,4
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,1,300,Naikorokoro 300,4
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,1,300,Nakanakana 300,4
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,1,300,Nakasa 300,4
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,0,300,Namara 300,5
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,1,300,Nasoqoloa 300,4
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,1,300,Navukailagi 300,4
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,0,300,Vuya 300,5
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,1,300,Yasawa 300,4
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,0,375,Mt. Korolevu 375,5
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,1,391,Mt. Delaikoro 391,4
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,0,400,Vusasivo Village 400 a,5
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,0,420,Nasau 420 b,5
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,0,432,Navukailagi 432,5
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,0,575,Navukailagi 575,5
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,0,699,Mt. Delaikoro 699,5
Strumigenys.ekasura,Strumigenys.ekasura.EGP0061B04.Fiji,endemic,0,1000,Monasavu Dam 1000,5
Strumigenys.frivola,Strumigenys.frivola.EGP0061C07.Fiji,endemic,0,950,Mt. Tomanivi 950,5
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,1,60,"FIJI Kadavu: Kadavu Prov. Moanakaka Bird Sanctuary, 250m SW Soladamu Village",4
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,1,300,FIJI Viti Levu: Namosi Prov. 3.5  km N Nakavu Village,4
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,1,300,FIJI Vanua Levu: Cakaudrove Prov. 2.3  km NW Nakasa Village,4
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,1,300,FIJI Vanua Levu: Cakaudrove Prov. 1.5  km N Yasawa Village,4
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,1,300,FIJI Vanua Levu: Cakaudrove Prov. 2.0  km NNW Kasavu Village,4
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,1,300,FIJI Vanua Levu: Cakaudrove Prov. 2.0  km NW Nakanakana Village,4
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,2,525,"FIJI Viti Levu: Ba Prov. Mt. Evans Range, Koroyanitu Eco Park, 1 km WSW Abaca Village",3
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,2,480,"FIJI Koro I.: Lomaiviti Prov. Kuitarua Rd, Mt. Kuitarua, 3.7  km NW Nasau Village",3
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,1,270,FIJI Vanua Levu: Cakaudrove Prov. 1 km NNW Drawa Settlement,4
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,1,220,FIJI Viti Levu: Colo-i-Suva Forest Park,4
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,0,200,FIJI Viti Levu: Naitasiri Prov. Savarua Creek 8.0  km W Colo-i-Suva Village,5
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,0,300,FIJI Vanua Levu: Bua Prov. 3.5  km NW Vuya Village,5
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,0,152,"FIJI Vanua Levu: Bua Prov. Mt. Wainibeqa, 4 km NW Kilaka Village",5
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,0,415,"FIJI Gau I.: Lomaiviti Prov. Mt. Delaco, 2.9  km SE Navukailagi village",5
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,0,408,"FIJI Gau I.: Lomaiviti Prov. Mt. Delaco, 3  km SE Navukailagi village",5
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,0,356,"FIJI Gau I.: Lomaiviti Prov. Mt. Delaco, 2.8  km SE Navukailagi village",5
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,0,400,"FIJI Vanua Levu: Cakaudrove Prov. Mt. Navatadoi, 2.6  km SE Vusasivo Village",5
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,0,400,"FIJI Vanua Levu: Natewa Peninsula, Mt. Navatadoi, hilltop, 2.6  km SSE Vusasivo Village",5
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,0,375,"FIJI Moala: Lau Prov. Mt. Korolevu, 5.3  km SW of Naroi village",5
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,0,300,"FIJI Moala: Lau Prov. Mt. Korolevu, 5.5  km SW of Naroi village",5
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,1,300,FIJI Koro: Lomaiviti Prov. 2.0  km N Nasoqoloa Village,4
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,1,380,FIJI Koro: Lomaiviti Prov. Mt. Kuitarua 4  km WNW Nasau Village,4
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,1,180,FIJI Vanua Levu: 0.6  km S Rokosalase Village,4
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,1,94,FIJI Vanua Levu: Macuata Prov. 0.3  km S Rokosalase Village,4
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,1,300,FIJI Gau: Lomaiviti Prov. 2.5  km SE Navukailagi Village,4
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,1,391,"FIJI Vanua Levu: Cakaudrove Prov. Mt. Delaikoro, Delaikoro Rd., 2.75 km ENE Dogoru Village",4
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,2,300,FIJI Vanua Levu: Cakaudrove Prov. Dogotuki near Lagi Village,3
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,1,171,"FIJI Viti Levu: Rewa Prov. Mt. Korobaba, 5  km NW Lami Town",4
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,1,186,"FIJI Viti Levu: Rewa Prov. Colo-i-Suva Forest Park, 1  km SE Forestry Station",4
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,0,300,FIJI Taveuni: Cakaudrove Prov. 1.8  km SSE Qacavulo Point,5
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,1,300,FIJI Viti Levu: Serua Prov. 1.8  km NW Naboutini Village,4
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,1,300,FIJI Viti Levu: Serua Prov. 2.3  km NW Nabukelevu Village,4
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,0,300,FIJI Viti Levu: Namosi Prov. 4.8  km NE Galoa Village,5
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,1,200,FIJI Viti Levu: Namosi Prov. Navua 3.0  km NW Nakavu Village,4
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,2,300,FIJI Viti Levu: Ra Prov. 7.5  km NE Vunisea Village,3
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,0,300,FIJI Viti Levu: Namosi Prov. near Nabukavesi Village,5
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,0,300,FIJI Viti Levu: Rewa Prov. Mt. Rama 1.8  km NW Naikorokoro Settlement,5
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,1,300,FIJI Viti Levu: Rewa Prov. 2.7  km NE Naikorokoro Village,4
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,3,68,Galoa 4,2
Strumigenys.godeffroyi,Strumigenys.godeffroyi.EGP0061D04.Fiji,widespread pacific native,3,24,Galoa 5,2
Strumigenys.gunter,Strumigenys.xenomorph.EGP0117D07.Fiji,endemic,0,300,Nabukavesi 300,5
Strumigenys.mailei,Strumigenys.mailei.EGP0067F07.Fiji,endemic,1,300,Lavena 300,4
Strumigenys.mailei,Strumigenys.mailei.EGP0067F07.Fiji,endemic,0,800,Monasavu Dam 800,5
Strumigenys.mailei,Strumigenys.mailei.EGP0067F07.Fiji,endemic,0,699,Mt. Delaikoro 699,5
Strumigenys.mailei,Strumigenys.mailei.EGP0067F07.Fiji,endemic,0,734,Mt. Devo 734,5
Strumigenys.mailei,Strumigenys.mailei.EGP0067F07.Fiji,endemic,0,775,Mt. Devo 775 a,5
Strumigenys.mailei,Strumigenys.mailei.EGP0067F07.Fiji,endemic,0,800,Nasoqo 800 b,5
Strumigenys.mailei,Strumigenys.mailei.EGP0067F07.Fiji,endemic,0,800,Nasoqo 800 c,5
Strumigenys.mailei,Strumigenys.mailei.EGP0067F07.Fiji,endemic,0,800,Nasoqo 800 d,5
Strumigenys.membranifera,Strumigenys.membranifera.EGP0035E12.Fiji,Exotic,1,180,Rokosalase 180,4
Strumigenys.nidifex,Strumigenys.nidifex.EGP0062A08.Fiji,endemic,1,300,Nadala 300,4
Strumigenys.nidifex,Strumigenys.nidifex.EGP0062A08.Fiji,endemic,1,300,Naikorokoro 300,4
Strumigenys.nidifex,Strumigenys.nidifex.EGP0062A08.Fiji,endemic,0,356,Navukailagi 356,5
Strumigenys.nidifex,Strumigenys.nidifex.EGP0062A08.Fiji,endemic,0,420,Nasau 420 b,5
Strumigenys.nidifex,Strumigenys.nidifex.EGP0062A08.Fiji,endemic,0,432,Navukailagi 432,5
Strumigenys.nidifex,Strumigenys.nidifex.EGP0062A08.Fiji,endemic,0,440,Mt. Kuitarua 440 b,5
Strumigenys.nidifex,Strumigenys.nidifex.EGP0062A08.Fiji,endemic,0,450,Mt. Delaikoro,5
Strumigenys.nidifex,Strumigenys.nidifex.EGP0062A08.Fiji,endemic,0,465,Nasau 465 a,5
Strumigenys.nidifex,Strumigenys.nidifex.EGP0062A08.Fiji,endemic,0,470,Nasau 470; 3.7 km,5
Strumigenys.nidifex,Strumigenys.nidifex.EGP0062A08.Fiji,endemic,2,480,Kuitarua 480,3
Strumigenys.nidifex,Strumigenys.nidifex.EGP0062A08.Fiji,endemic,0,600,Monasavu Dam 600,5
Strumigenys.nidifex,Strumigenys.nidifex.EGP0062A08.Fiji,endemic,0,600,Delaikoro 600,5
Strumigenys.nidifex,Strumigenys.nidifex.EGP0062A08.Fiji,endemic,0,625,Navukailagi 625,5
Strumigenys.nidifex,Strumigenys.nidifex.EGP0062A08.Fiji,endemic,0,700,Mt. Washington 700,5
Strumigenys.nidifex,Strumigenys.nidifex.EGP0062A08.Fiji,endemic,0,734,Mt. Devo 734,5
Strumigenys.nidifex,Strumigenys.nidifex.EGP0062A08.Fiji,endemic,0,760,Mt. Washington 760,5
Strumigenys.nidifex,Strumigenys.nidifex.EGP0062A08.Fiji,endemic,0,775,Mt. Devo 775 a,5
Strumigenys.nidifex,Strumigenys.nidifex.EGP0062A08.Fiji,endemic,0,800,Nasoqo 800 d,5
Strumigenys.nidifex,Strumigenys.nidifex.EGP0062A08.Fiji,endemic,1,850,Monasavu 850,4
Strumigenys.nidifex,Strumigenys.nidifex.EGP0062A08.Fiji,endemic,2,930,Navai 930,3
Strumigenys.nidifex,Strumigenys.nidifex.EGP0062A08.Fiji,endemic,0,950,Mt. Tomanivi 950,5
Strumigenys.praefecta,Strumigenys.praefecta.EGP0062C07.Fiji,endemic,1,850,Monasavu 850,4
Strumigenys.praefecta,Strumigenys.praefecta.EGP0062C07.Fiji,endemic,0,1000,Monasavu Dam 1000,5
Strumigenys.praefecta,Strumigenys.praefecta.EGP0062C07.Fiji,endemic,0,600,Monasavu Dam 600,5
Strumigenys.praefecta,Strumigenys.praefecta.EGP0062C07.Fiji,endemic,0,1050,Mt. Naqaranabuluti 1050,5
Strumigenys.praefecta,Strumigenys.praefecta.EGP0062C07.Fiji,endemic,1,300,Naikorokoro 300,4
Strumigenys.praefecta,Strumigenys.praefecta.EGP0062C07.Fiji,endemic,1,200,Nakavu 200,4
Strumigenys.praefecta,Strumigenys.praefecta.EGP0062C07.Fiji,endemic,0,420,Nasau 420 b,5
Strumigenys.praefecta,Strumigenys.praefecta.EGP0062C07.Fiji,endemic,0,465,Nasau 465 a,5
Strumigenys.praefecta,Strumigenys.praefecta.EGP0062C07.Fiji,endemic,0,470,Nasau 470; 3.7 km,5
Strumigenys.praefecta,Strumigenys.praefecta.EGP0062C07.Fiji,endemic,2,863,Navai 863,3
Strumigenys.praefecta,Strumigenys.praefecta.EGP0062C07.Fiji,endemic,0,625,Navukailagi 625,5
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,0,75,"FIJI Moala: Lau Prov. Naroi coastal forest, 4.13 km E of Naroi village (also malaise site)",5
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,1,300,FIJI Viti Levu: Namosi Prov. 3.5  km N Nakavu Village,4
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,1,300,FIJI Vanua Levu: Cakaudrove Prov. 0.5  km S Mt. Kasi Gold Mine,4
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,1,300,FIJI Vanua Levu: Cakaudrove Prov. 1.5  km N Yasawa Village,4
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,1,300,FIJI Vanua Levu: Cakaudrove Prov. 2.0  km NNW Kasavu Village,4
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,1,220,FIJI Koro I.: Lomaiviti Prov. 1.6  km E Tavua Village,4
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,2,480,"FIJI Koro I.: Lomaiviti Prov. Kuitarua Rd, Mt. Kuitarua, 3.7  km NW Nasau Village",3
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,0,300,FIJI Viti Levu: Naitasiri Prov. Medrausucu Range 5.5  km NW Nadakuni Village,5
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,0,200,FIJI Viti Levu: Rewa Prov. Mt. Korobaba 1.0  km SW Lami Town,5
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,0,200,FIJI Viti Levu: Naitasiri Prov. Savarua Creek 8.0  km W Colo-i-Suva Village,5
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,0,300,FIJI Vanua Levu: Bua Prov. 3.5  km NW Vuya Village,5
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,0,699,"FIJI Vanua Levu: Cakaudrove Prov. Mt. Delaikoro, Delaikoro Rd., 3.6 km SE Dogoru Village",5
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,0,400,"FIJI Vanua Levu: Natewa Peninsula, Mt. Navatadoi, hilltop, 2.6  km SSE Vusasivo Village",5
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,0,375,"FIJI Moala: Lau Prov. Mt. Korolevu, 5.3  km SW of Naroi village",5
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,1,300,FIJI Koro: Lomaiviti Prov. 2.0  km N Nasoqoloa Village,4
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,1,180,FIJI Vanua Levu: 0.6  km S Rokosalase Village,4
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,1,391,"FIJI Vanua Levu: Cakaudrove Prov. Mt. Delaikoro, Delaikoro Rd., 2.75 km ENE Dogoru Village",4
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,1,186,"FIJI Viti Levu: Rewa Prov. Colo-i-Suva Forest Park, 1  km SE Forestry Station",4
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,0,300,FIJI Taveuni: Cakaudrove Prov. 1.8  km SSE Qacavulo Point,5
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,1,300,FIJI Viti Levu: Serua Prov. 1.8  km NW Naboutini Village,4
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,1,300,FIJI Viti Levu: Serua Prov. 2.3  km NW Nabukelevu Village,4
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,0,300,FIJI Viti Levu: Namosi Prov. 4.8  km NE Galoa Village,5
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,1,200,FIJI Viti Levu: Namosi Prov. Navua 3.0  km NW Nakavu Village,4
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,0,300,FIJI Viti Levu: Namosi Prov. near Nabukavesi Village,5
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,1,300,FIJI Viti Levu: Rewa Prov. 2.7  km NE Naikorokoro Village,4
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,1,188,Colo-i-suva Forest Park (Upper Pools),4
Strumigenys.rogeri,Strumigenys.rogeri.EGP0062E04.Fiji,Exotic,3,20,Koronivia Farm,2
Strumigenys.sulcata,Strumigenys.sulcata.EGP0062G05.Fiji,endemic,0,300,Korobaba 300,5
Strumigenys.sulcata,Strumigenys.sulcata.EGP0062G05.Fiji,endemic,3,300,Kasavu 300,2
Strumigenys.sulcata,Strumigenys.sulcata.EGP0062G05.Fiji,endemic,1,300,Naikorokoro 300,4
Strumigenys.sulcata,Strumigenys.sulcata.EGP0062G05.Fiji,endemic,0,340,Colo-i-Suva 340 b,5
Strumigenys.sulcata,Strumigenys.sulcata.EGP0062G05.Fiji,endemic,1,380,Mt. Kuitarua 380,4
Strumigenys.sulcata,Strumigenys.sulcata.EGP0062G05.Fiji,endemic,0,420,Nasau 420 b,5
Strumigenys.sulcata,Strumigenys.sulcata.EGP0062G05.Fiji,endemic,0,440,Mt. Kuitarua 440 b,5
Strumigenys.sulcata,Strumigenys.sulcata.EGP0062G05.Fiji,endemic,0,570,Mt. Vatudiri 570,5
Strumigenys.sulcata,Strumigenys.sulcata.EGP0062G05.Fiji,endemic,0,699,Mt. Delaikoro 699,5
Strumigenys.sulcata,Strumigenys.sulcata.EGP0062G05.Fiji,endemic,0,734,Mt. Devo 734,5
Strumigenys.sulcata,Strumigenys.sulcata.EGP0062G05.Fiji,endemic,0,800,Monasavu Dam 800,5
Strumigenys.sulcata,Strumigenys.sulcata.EGP0062G05.Fiji,endemic,0,800,Mt. Delaikoro,5
Strumigenys.sulcata,Strumigenys.sulcata.EGP0062G05.Fiji,endemic,0,840,Mt. Batilamu 840 c,5
Strumigenys.sulcata,Strumigenys.sulcata.EGP0062G05.Fiji,endemic,1,850,Monasavu 850,4
Strumigenys.sulcata,Strumigenys.sulcata.EGP0062G05.Fiji,endemic,2,870,Navai 870,3
Strumigenys.sulcata,Strumigenys.sulcata.EGP0062G05.Fiji,endemic,0,910,Mt. Delaikoro 910,5
Strumigenys.sulcata,Strumigenys.sulcata.EGP0062G05.Fiji,endemic,0,950,Mt. Tomanivi 950,5
Strumigenys.sulcata,Strumigenys.sulcata.EGP0062G05.Fiji,endemic,0,1000,Naqaranabuluti 1000,5
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,1,60,Moanakaka 60,4
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,1,180,Rokosalase 180,4
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,1,200,Nakavu 200,4
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,1,270,Drawa 270,4
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,0,300,Mt. Korolevu 300,5
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,0,300,Korobaba 300,5
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,0,300,Galoa 300,5
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,3,300,Kasavu 300,2
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,1,300,Naboutini 300,4
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,0,300,Nabukavesi 300,5
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,1,300,Nabukelevu 300,4
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,1,300,Naikorokoro 300,4
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,1,300,Nakanakana 300,4
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,1,300,Nasoqoloa 300,4
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,1,300,Navukailagi 300,4
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,1,300,Vatubalavu 300,4
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,1,300,Yasawa 300,4
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,0,326,Mt. Korovou 326,5
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,0,408,Navukailagi 408,5
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,0,415,Navukailagi 415,5
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,0,465,Nasau 465 a,5
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,0,490,Navukailagi 490,5
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,0,699,Mt. Delaikoro 699,5
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,0,700,Mt. Washington 700,5
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,1,850,Monasavu 850,4
Strumigenys.trauma,Strumigenys.trauma.EGP0035F11.Fiji,endemic,0,1050,Mt. Naqaranabuluti 1050,5
