sp,sp_beast,pop1 ,pop2,distance,fst,same island,endemic1,radiation1,category
odontomachus_simillimus,Odontomachus.simillimus_EGP0098D03_Fiji,KV,TA,321.2667139,0.003717089,0,2,3,widespread pacific native
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,LK,VL,42.46664334,0.053719197,0,1,1,endemic
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,GA,LK,58.43567202,0.188229458,0,1,1,endemic
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,KR,TA,71.91105907,0.255946852,0,1,1,endemic
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,GA,KR,76.41991375,0.329029561,0,1,1,endemic
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,GA,VL,90.71651638,0.368636017,0,1,1,endemic
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,KV,VL,117.4676393,0.411365847,0,1,1,endemic
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,KV,LK,117.7828854,0.414543376,0,1,1,endemic
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,KR,LK,121.1066389,0.428261665,0,1,1,endemic
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,KR,VL,133.2796175,0.443154451,0,1,1,endemic
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,GA,TA,140.7400414,0.464587168,0,1,1,endemic
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,GA,KV,172.0539116,0.467573599,0,1,1,endemic
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,LK,TA,191.6216675,0.474931595,0,1,1,endemic
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,TA,VL,205.0672682,0.502290516,0,1,1,endemic
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,KR,KV,238.7721244,0.550607764,0,1,1,endemic
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,KV,TA,309.3719452,0.558672299,0,1,1,endemic
ooceraea_fuscior,Ooceraea.fuscior_EGP0099G11_Fiji,TA,VN,96.4704902,0.307827402,0,1,1,endemic
paraparatrechina_oceanica,Paraparatrechina.oceanica_EGP0138A07_Fiji,BQ,VL,52.21212129,0.042502765,0,1,2,endemic
paraparatrechina_oceanica,Paraparatrechina.oceanica_EGP0138A07_Fiji,KR,VN,69.04392622,0.067221708,0,1,2,endemic
paraparatrechina_oceanica,Paraparatrechina.oceanica_EGP0138A07_Fiji,GA,KR,76.93846223,0.074521128,0,1,2,endemic
paraparatrechina_oceanica,Paraparatrechina.oceanica_EGP0138A07_Fiji,GA,VL,88.41583361,0.08024636,0,1,2,endemic
paraparatrechina_oceanica,Paraparatrechina.oceanica_EGP0138A07_Fiji,GA,ML,95.76068556,0.097584567,0,1,2,endemic
paraparatrechina_oceanica,Paraparatrechina.oceanica_EGP0138A07_Fiji,BQ,GA,131.5775141,0.100185327,0,1,2,endemic
paraparatrechina_oceanica,Paraparatrechina.oceanica_EGP0138A07_Fiji,KR,VL,133.3692644,0.113878964,0,1,2,endemic
paraparatrechina_oceanica,Paraparatrechina.oceanica_EGP0138A07_Fiji,GA,VN,144.9786832,0.126562643,0,1,2,endemic
paraparatrechina_oceanica,Paraparatrechina.oceanica_EGP0138A07_Fiji,KR,ML,154.0095288,0.127304486,0,1,2,endemic
paraparatrechina_oceanica,Paraparatrechina.oceanica_EGP0138A07_Fiji,ML,VL,164.7353636,0.135941473,0,1,2,endemic
paraparatrechina_oceanica,Paraparatrechina.oceanica_EGP0138A07_Fiji,BQ,KR,185.073789,0.135941473,0,1,2,endemic
paraparatrechina_oceanica,Paraparatrechina.oceanica_EGP0138A07_Fiji,BQ,ML,188.6364063,0.151378113,0,1,2,endemic
paraparatrechina_oceanica,Paraparatrechina.oceanica_EGP0138A07_Fiji,VL,VN,197.8262581,0.154999285,0,1,2,endemic
paraparatrechina_oceanica,Paraparatrechina.oceanica_EGP0138A07_Fiji,ML,VN,209.4101602,0.160338359,0,1,2,endemic
paraparatrechina_oceanica,Paraparatrechina.oceanica_EGP0138A07_Fiji,BQ,VN,250.0353835,0.170030508,0,1,2,endemic
phediole_colaensis,Pheidole.colaensis_EGP0016A08_Fiji,VL2,VL3,39.08113503,0.066998438,1,1,1,endemic
pheidole_kava,Pheidole.kava_EGP0027D12_Fiji,GA,KR,77.46718948,0.352419832,0,1,1,endemic
pheidole_uncagena,Pheidole.uncagena_EGP0022C09_Fiji,TA,VN,103.1133499,0.32152663,0,1,1,endemic
Pheidole.fervens,Pheidole.fervens_EGP0019A05_Fiji,VL1,VL3,82.53241641,0.056738035,1,2,3,widespread pacific native
Pheidole.fervens,Pheidole.fervens_EGP0019A05_Fiji,KR,VL1,130.7870823,0.104690703,0,2,3,widespread pacific native
Pheidole.fervens,Pheidole.fervens_EGP0019A05_Fiji,KR,VL3,162.387413,0.105552029,0,2,3,widespread pacific native
Pheidole.knowC,Pheidole.knowA_EGP0029H06_Fiji,KR,TA,77.15094592,0.183071363,0,1,1,endemic
Pheidole.knowC,Pheidole.knowA_EGP0029H06_Fiji,GA,KR,77.27428275,0.092929513,0,1,1,endemic
Pheidole.knowC,Pheidole.knowA_EGP0029H06_Fiji,GA,VL1,136.309863,0.106415867,0,1,1,endemic
Pheidole.knowC,Pheidole.knowA_EGP0029H06_Fiji,GA,TA,145.0408247,0.147175508,0,1,1,endemic
Pheidole.knowC,Pheidole.knowA_EGP0029H06_Fiji,KR,VL1,179.6675805,0.152551341,0,1,1,endemic
Pheidole.knowC,Pheidole.knowA_EGP0029H06_Fiji,TA,VL1,256.6337818,0.169420887,0,1,1,endemic
Pheidole.megacephala,Pheidole.megacephala_EGP0019C04_Fiji,VL1,VL2,55.15828172,0.030111173,1,3,4,Exotic
Pheidole.megacephala,Pheidole.megacephala_EGP0019C04_Fiji,VL2,VL3,78.82415065,0.074771276,1,3,4,Exotic
Pheidole.megacephala,Pheidole.megacephala_EGP0019C04_Fiji,GA,VL1,85.59551864,0.020142776,0,3,4,Exotic
Pheidole.megacephala,Pheidole.megacephala_EGP0019C04_Fiji,GA,ML,93.45849058,0.043623467,0,3,4,Exotic
Pheidole.megacephala,Pheidole.megacephala_EGP0019C04_Fiji,VL1,VL3,104.8473629,0.086988303,1,3,4,Exotic
Pheidole.megacephala,Pheidole.megacephala_EGP0019C04_Fiji,KV,VL1,115.0410835,0.020270563,0,3,4,Exotic
Pheidole.megacephala,Pheidole.megacephala_EGP0019C04_Fiji,KV,VL3,122.0110058,0.049379153,0,3,4,Exotic
Pheidole.megacephala,Pheidole.megacephala_EGP0019C04_Fiji,GA,VL2,129.6642038,0.024923676,0,3,4,Exotic
Pheidole.megacephala,Pheidole.megacephala_EGP0019C04_Fiji,GA,TA,140.0488196,0.029362608,0,3,4,Exotic
Pheidole.megacephala,Pheidole.megacephala_EGP0019C04_Fiji,KV,VL2,146.8792669,0.024619438,0,3,4,Exotic
Pheidole.megacephala,Pheidole.megacephala_EGP0019C04_Fiji,ML,VL1,161.3212292,0.035849998,0,3,4,Exotic
Pheidole.megacephala,Pheidole.megacephala_EGP0019C04_Fiji,GA,KV,167.429232,0.058712119,0,3,4,Exotic
Pheidole.megacephala,Pheidole.megacephala_EGP0019C04_Fiji,ML,TA,189.4035332,0.097014344,0,3,4,Exotic
Pheidole.megacephala,Pheidole.megacephala_EGP0019C04_Fiji,KV,ML,190.3721966,0.041908797,0,3,4,Exotic
Pheidole.megacephala,Pheidole.megacephala_EGP0019C04_Fiji,GA,VL3,190.4412233,0.005381155,0,3,4,Exotic
Pheidole.megacephala,Pheidole.megacephala_EGP0019C04_Fiji,TA,VL1,201.5256362,0.109835469,0,3,4,Exotic
Pheidole.megacephala,Pheidole.megacephala_EGP0019C04_Fiji,ML,VL2,213.9834872,0.016650675,0,3,4,Exotic
Pheidole.megacephala,Pheidole.megacephala_EGP0019C04_Fiji,TA,VL2,216.4088599,0.019674818,0,3,4,Exotic
Pheidole.megacephala,Pheidole.megacephala_EGP0019C04_Fiji,ML,VL3,258.9213147,0.067105522,0,3,4,Exotic
Pheidole.megacephala,Pheidole.megacephala_EGP0019C04_Fiji,TA,VL3,294.1104176,0.096711061,0,3,4,Exotic
Pheidole.megacephala,Pheidole.megacephala_EGP0019C04_Fiji,KV,TA,304.6002299,0.046954854,0,3,4,Exotic
Pheidole.onifera,Pheidole.onifera_EGP0016H09_Fiji,BQ,VL1,43.9608201,0.04774536,0,1,2,endemic
Pheidole.onifera,Pheidole.onifera_EGP0016H09_Fiji,LA,VL1,65.59325922,0.049122092,0,1,2,endemic
Pheidole.onifera,Pheidole.onifera_EGP0016H09_Fiji,BQ,LA,109.3975077,0.165186964,0,1,2,endemic
Pheidole.onifera,Pheidole.onifera_EGP0016H09_Fiji,LA,VN,114.3841999,0.199985603,0,1,2,endemic
Pheidole.onifera,Pheidole.onifera_EGP0016H09_Fiji,VL1,VN,171.9291256,0.221798389,0,1,2,endemic
Pheidole.onifera,Pheidole.onifera_EGP0016H09_Fiji,BQ,VN,214.4182665,0.264394574,0,1,2,endemic
Pheidole.roosevelti,Pheidole.roosevelti_EGP0016D06_Fiji,GA,LA,57.23291292,0.01100866,0,1,1,endemic
Pheidole.roosevelti,Pheidole.roosevelti_EGP0016D06_Fiji,LA,VL1,59.88973658,0.049904329,0,1,1,endemic
Pheidole.roosevelti,Pheidole.roosevelti_EGP0016D06_Fiji,VL1,VL2,65.13077112,0.119555547,1,1,1,endemic
Pheidole.roosevelti,Pheidole.roosevelti_EGP0016D06_Fiji,VL2,VL3,81.25081914,0.17315594,1,1,1,endemic
Pheidole.roosevelti,Pheidole.roosevelti_EGP0016D06_Fiji,LA,VL2,88.12296541,0.13248528,0,1,1,endemic
Pheidole.roosevelti,Pheidole.roosevelti_EGP0016D06_Fiji,GA,VL1,92.35071211,0.18083922,0,1,1,endemic
Pheidole.roosevelti,Pheidole.roosevelti_EGP0016D06_Fiji,VL1,VL3,98.40695975,0.15959914,1,1,1,endemic
Pheidole.roosevelti,Pheidole.roosevelti_EGP0016D06_Fiji,GA,VL2,141.1537939,0.12994393,0,1,1,endemic
Pheidole.roosevelti,Pheidole.roosevelti_EGP0016D06_Fiji,LA,VL3,151.2931526,0.2294794,0,1,1,endemic
Pheidole.roosevelti,Pheidole.roosevelti_EGP0016D06_Fiji,GA,VL3,190.7380284,0.24819869,0,1,1,endemic
Pheidole.simplispinosa,Pheidole.simplinosa_EGP0016E11_Fiji,TA,VN,35.2189311,0.176544186,0,1,1,endemic
Pheidole.simplispinosa,Pheidole.simplinosa_EGP0016E11_Fiji,KR,VN,70.39658912,0.199361385,0,1,1,endemic
Pheidole.simplispinosa,Pheidole.simplinosa_EGP0016E11_Fiji,KR,TA,78.6480421,0.241657643,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,VL1,VL2,5.495051816,0.15539022,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,GA,LA,56.44907631,0.19457303,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,LA,LK,58.44563408,0.10812949,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,GA,LK,58.56673485,0.15230282,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,BQ,LK,71.34742566,0.12010211,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,BQ,KV,74.54600124,0.1934927,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,KR,LA,75.04925825,0.14211074,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,GA,KR,75.53934666,0.06873095,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,KR,TA,78.15270236,0.06425687,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,KR,VN,81.5156122,0.02531582,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,BQ,VL2,88.5996385,0.06549423,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,LA,VL2,89.64325625,0.09158489,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,LA,VL1,91.78001719,0.16106944,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,BQ,VL1,94.07356923,0.14197363,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,GA,ML,95.76068556,0.19780058,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,TA,VN,103.5410407,0.13545626,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,BQ,LA,107.1507489,0.0649209,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,LK,VL2,107.9243097,0.16764886,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,LK,VL1,112.4194494,0.03047815,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,LA,VN,115.1369836,0.04154574,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,KV,LK,117.8363929,0.09766445,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,KR,LK,121.050783,0.11852079,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,LK,ML,124.970231,0.05139942,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,BQ,GA,129.2765675,0.19131971,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,GA,VL2,142.0777382,0.06489811,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,GA,TA,144.6771646,0.17487553,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,GA,VL1,145.0569565,0.20168166,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,GA,VN,146.9418131,0.15273504,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,VL1,VN,148.6449212,0.08018019,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,VL2,VN,151.15846,0.30067751,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,LA,ML,151.2478581,0.18921617,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,KR,ML,152.7832472,0.02148258,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,LA,TA,153.0795271,0.29553687,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,KR,VL2,154.4543228,0.03069562,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,KR,VL1,154.8169552,0.01420753,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,KV,VL2,162.279765,0.18293962,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,KV,VL1,167.6841924,0.21064016,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,KV,LA,170.2256919,0.01116115,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,GA,KV,172.5061041,0.08896695,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,LK,VN,173.410549,0.05211374,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,BQ,KR,181.2616117,0.04594673,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,BQ,ML,187.3683818,0.03081827,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,ML,TA,193.955682,0.08234262,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,KV,ML,194.9598723,0.01516828,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,LK,TA,197.0626417,0.07423961,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,BQ,VN,213.1073027,0.25960327,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,TA,VL1,226.4111875,0.26952733,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,TA,VL2,226.9374548,0.13119474,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,ML,VL2,229.8495358,0.16386512,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,ML,VN,233.3502422,0.11246543,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,ML,VL1,233.7048807,0.15742993,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,KR,KV,238.7721244,0.16043563,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,BQ,TA,259.3674643,0.11115507,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,KV,VN,282.6388903,0.21183996,0,1,1,endemic
Pheidole.ululevu,Pheidole.ululevu_EGP0025D07_Fiji,KV,TA,314.7849263,0.14950817,0,1,1,endemic
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,LK,VL1,39.94528383,0.142563651,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,BQ,VL1,52.21212129,0.047856067,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,TA,VN,67.16356298,0.041477104,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,BQ,KV,72.18386139,0.122912523,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,BQ,LK,73.48636749,0.127277356,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,KR,TA,78.82173202,0.113823816,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,KV,VL1,116.9419612,0.031885314,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,KV,LK,117.7828854,0.070415084,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,KR,LK,122.6716281,0.126628194,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,KR,VN,122.7765391,0.05806743,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,LK,ML,123.7892278,0.05166636,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,KR,VL1,132.3975775,0.141153243,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,KR,ML,154.5514414,0.120335439,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,ML,VL1,163.499863,0.04088735,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,BQ,KR,184.2733198,0.075099612,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,BQ,ML,188.1643773,0.090824493,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,ML,TA,190.9768215,0.047493902,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,KV,ML,195.622145,0.0743518,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,LK,TA,197.5266277,0.133650733,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,TA,VL1,210.9614308,0.026567825,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,KR,KV,240.1466119,0.095198032,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,LK,VN,245.0441242,0.065350104,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,VL1,VN,249.5761673,0.108608646,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,ML,VN,256.5796319,0.022553035,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,BQ,TA,262.5537544,0.074557674,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,BQ,VN,301.6887109,0.143690659,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,KV,TA,315.1872853,0.026258015,0,2,3,widespread pacific native
Pheidole.umbonata,Pheidole.umbonata_EGP0016E05_Fiji,KV,VN,361.8263131,0.00181937,0,2,3,widespread pacific native
Pheidole.vatu,Pheidole.vatu_EGP0022E11_Fiji,VL1,VL2,66.0775451,0.1429368,0,1,1,endemic
Pheidole.vatu,Pheidole.vatu_EGP0022E11_Fiji,KR,VN,69.2001809,0.14986841,0,1,1,endemic
Pheidole.vatu,Pheidole.vatu_EGP0022E11_Fiji,GA,KR,76.6915563,0.14531767,0,1,1,endemic
Pheidole.vatu,Pheidole.vatu_EGP0022E11_Fiji,GA,VL1,88.4158336,0.09281644,0,1,1,endemic
Pheidole.vatu,Pheidole.vatu_EGP0022E11_Fiji,GA,ML,95.7606856,0.13109271,0,1,1,endemic
Pheidole.vatu,Pheidole.vatu_EGP0022E11_Fiji,KR,VL1,133.411861,0.05189668,0,1,1,endemic
Pheidole.vatu,Pheidole.vatu_EGP0022E11_Fiji,GA,VL2,136.277965,0.07398152,0,1,1,endemic
Pheidole.vatu,Pheidole.vatu_EGP0022E11_Fiji,GA,VN,144.978683,0.10590044,0,1,1,endemic
Pheidole.vatu,Pheidole.vatu_EGP0022E11_Fiji,KR,VL2,148.788639,0.19613775,0,1,1,endemic
Pheidole.vatu,Pheidole.vatu_EGP0022E11_Fiji,KR,ML,153.609509,0.09485174,0,1,1,endemic
Pheidole.vatu,Pheidole.vatu_EGP0022E11_Fiji,ML,VL1,164.735364,0.19440467,0,1,1,endemic
Pheidole.vatu,Pheidole.vatu_EGP0022E11_Fiji,VL1,VN,197.826258,0.14562436,0,1,1,endemic
Pheidole.vatu,Pheidole.vatu_EGP0022E11_Fiji,VL2,VN,198.504698,0.1833701,0,1,1,endemic
Pheidole.vatu,Pheidole.vatu_EGP0022E11_Fiji,ML,VN,209.41016,0.13314976,0,1,1,endemic
Pheidole.vatu,Pheidole.vatu_EGP0022E11_Fiji,ML,VL2,224.769693,0.19837671,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,GA,LA,57.29118311,0.445239233,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,LA,VL1,57.77271487,0.05408196,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,VL1,VL2,67.304781,0.250826005,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,VL2,VL3,83.66517424,0.117165066,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,LA,VL2,86.07987087,0.071530835,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,GA,VL1,88.85633702,0.298152639,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,TA,VN,96.68204563,0.1642992,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,VL1,VL3,102.1575426,0.084245427,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,LA,VN,115.1369836,0.21848195,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,KV,VL3,117.605041,0.010247537,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,KV,VL1,125.8457832,0.13262024,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,GA,VL2,139.4073732,0.281320009,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,GA,TA,140.9556883,0.288754337,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,LA,TA,147.0542426,0.078814324,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,GA,VN,147.7613157,0.251100369,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,VL2,VN,148.3900211,0.090028565,1,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,LA,VL3,151.5789282,0.035745623,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,VL1,VN,165.8973125,0.108312204,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,KV,VL2,166.4406899,0.123485702,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,KV,LA,180.6362115,0.305854418,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,GA,KV,185.4478875,0.22775462,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,GA,VL3,191.0122523,0.210552177,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,TA,VL1,204.5772582,0.156262773,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,TA,VL2,216.6305511,0.182362087,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,VL3,VN,231.99228,0.102920727,1,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,KV,VN,291.7314944,0.068344918,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,TA,VL3,294.6747571,0.121772572,0,1,1,endemic
Pheidole.wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,KV,TA,321.9415781,0.149070741,0,1,1,endemic
philidris_nagasau,Philidris.nagasau_EGP0068D11_Fiji,TA,VN,34.63765726,0.228496957,0,1,2,endemic
pristomyrmex_mandibularis-female,Pristomyrmex.mandibularis_EGP0025G10_Fiji,GA,KR,75.53934666,0.045711509,0,1,2,endemic
pristomyrmex_mandibularis-female,Pristomyrmex.mandibularis_EGP0025G10_Fiji,GA,VL,185.3286475,0.201726792,0,1,2,endemic
pristomyrmex_mandibularis-female,Pristomyrmex.mandibularis_EGP0025G10_Fiji,KR,VL,200.3212062,0.182272797,0,1,2,endemic
pristomyrmex_mandibularis-male,Pristomyrmex.mandibularis_EGP0025G10_Fiji,GA,LK,58.56673485,0.007159532,0,1,2,endemic
